question,correct_answers,question_type
A square has an area of 6.7x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,7.2;0.2,numerical_tolerance
A square has an area of 3.02x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,32.5;0.2,numerical_tolerance
"Rewrite 2.42x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",9.34;0.02,numerical_tolerance
Convert 2.2x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.4e6;200000,numerical_tolerance
A square has an area of 5.3x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,8.2e4;2000,numerical_tolerance
A square has an area of 3.1x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.8e4;2000,numerical_tolerance
Convert 7.99x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,30.8;0.2,numerical_tolerance
A square has an area of 7.95x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.23e7;200000,numerical_tolerance
Convert 3.6x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,390;20,numerical_tolerance
A square has an area of 2.44x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.78e4;200,numerical_tolerance
Convert 2.7x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.2e4;2000,numerical_tolerance
A square has an area of 8.1x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,8.7;0.2,numerical_tolerance
Convert 2.7x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.2e4;2000,numerical_tolerance
"Rewrite 1.17x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",126;2,numerical_tolerance
"Rewrite 8.90x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.38e5;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.02x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.780;0.002,numerical_tolerance
Convert 1.2x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,130;20,numerical_tolerance
Convert 1.44x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,155;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.78x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,192;2,numerical_tolerance
Convert 2.38x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.69e4;200,numerical_tolerance
"Rewrite 6.85x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.06e5;2000,numerical_tolerance
A square has an area of 2.07x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,223;2,numerical_tolerance
A square has an area of 8.81x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,34.0;0.2,numerical_tolerance
A square has an area of 6.1x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,9.5e5;20000,numerical_tolerance
A square has an area of 6.5x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,25;2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 7.87x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,30.4;0.2,numerical_tolerance
A square has an area of 2.8x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.3e6;200000,numerical_tolerance
Convert 1.5x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.3e5;20000,numerical_tolerance
Convert 4.46x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.72;0.02,numerical_tolerance
"Rewrite 1.2x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",1.3;0.2,numerical_tolerance
A square has an area of 1.92x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,20.7;0.2,numerical_tolerance
A square has an area of 4.28x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,46.1;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.5x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,5.8;0.2,numerical_tolerance
Convert 1.2x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.9e6;200000,numerical_tolerance
A square has an area of 2.87x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.45e5;2000,numerical_tolerance
A square has an area of 2.08x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.803;0.002,numerical_tolerance
"Rewrite 9.7x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",37;2,numerical_tolerance
A square has an area of 1.03x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,111;2,numerical_tolerance
A square has an area of 1.55x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.598;0.002,numerical_tolerance
"Rewrite 3.46x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",3.72;0.02,numerical_tolerance
Convert 1.78x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,6.87;0.02,numerical_tolerance
"Rewrite 1.57x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",2.43e6;20000,numerical_tolerance
A square has an area of 4.93x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,7.64e5;2000,numerical_tolerance
A square has an area of 1.31x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.506;0.002,numerical_tolerance
Convert 1.33x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.06e5;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 8.5x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.3e7;2000000,numerical_tolerance
A square has an area of 8.94x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.39e7;200000,numerical_tolerance
A square has an area of 1.0x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,11;2,numerical_tolerance
Convert 3.07x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,330.;2,numerical_tolerance
A square has an area of 5.8x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,6.2;0.2,numerical_tolerance
Convert 8.9x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.4e7;2000000,numerical_tolerance
A square has an area of 2.52x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.91e6;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.1x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,1.2;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 7.0x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,27;2,numerical_tolerance
Convert 1.1x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.7e4;2000,numerical_tolerance
"Rewrite 1.01x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",10.9;0.2,numerical_tolerance
Convert 1.91x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.0737;0.0002,numerical_tolerance
A square has an area of 2.83x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,30.5;0.2,numerical_tolerance
Convert 5.9x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,640;20,numerical_tolerance
"Rewrite 8.28x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",8.91;0.02,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.8x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,410;20,numerical_tolerance
"Rewrite 2.1x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",3.3e4;2000,numerical_tolerance
A square has an area of 2.43x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,262;2,numerical_tolerance
Convert 4.71x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,7.30e6;20000,numerical_tolerance
Convert 7.3x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.1e7;2000000,numerical_tolerance
A square has an area of 1.29x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,139;2,numerical_tolerance
"Rewrite 2.9x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",1.1;0.2,numerical_tolerance
Convert 1.54x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.66;0.02,numerical_tolerance
Convert 1.6x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,170;20,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.4x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,26;2,numerical_tolerance
A square has an area of 5.2x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,8.1e4;2000,numerical_tolerance
A square has an area of 3.5x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.14;0.02,numerical_tolerance
Convert 9.04x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,97.3;0.2,numerical_tolerance
Convert 1.4x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,15;2,numerical_tolerance
"Rewrite 6.0x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",650;20,numerical_tolerance
A square has an area of 7.5x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.29;0.02,numerical_tolerance
Convert 6.2x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,9.6e4;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 5.5x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,2.1;0.2,numerical_tolerance
Convert 5.91x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,2.28;0.02,numerical_tolerance
A square has an area of 5.28x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,20.4;0.2,numerical_tolerance
"Rewrite 7.21x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",7.76;0.02,numerical_tolerance
Convert 6.9x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,2.7;0.2,numerical_tolerance
Convert 2.3x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.6e5;20000,numerical_tolerance
Convert 2.32x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.896;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 9.5x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.5e5;20000,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.1x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,4.8e6;200000,numerical_tolerance
"Rewrite 2.4x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",2.6;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.59x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,386;2,numerical_tolerance
Convert 2.8x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.3e4;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 9.78x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.52e7;200000,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.2x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.9e5;20000,numerical_tolerance
"Rewrite 1.1x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",12;2,numerical_tolerance
"Rewrite 1.0x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.6e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.10x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,1.18;0.02,numerical_tolerance
A square has an area of 2.8x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.3e6;200000,numerical_tolerance
Convert 2.5x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.9e4;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.79x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.77e5;2000,numerical_tolerance
"Rewrite 9.8x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.5e6;200000,numerical_tolerance
"Rewrite 3.6x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.6e5;20000,numerical_tolerance
A square has an area of 9.2x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,3.6;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.7x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.6e4;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.49x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,5.75;0.02,numerical_tolerance
Convert the following to mi<sup>2</sup>: 8.0x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.31;0.02,numerical_tolerance
Convert the following to mi<sup>2</sup>: 5.27x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,20.3;0.2,numerical_tolerance
A square has an area of 1.1x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.42;0.02,numerical_tolerance
Convert 8.2x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.3e6;200000,numerical_tolerance
"Rewrite 1.10x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.0425;0.0002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.4x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,3.7;0.2,numerical_tolerance
A square has an area of 9.05x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.349;0.002,numerical_tolerance
Convert 5.5x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,8.5e4;2000,numerical_tolerance
"Rewrite 6.71x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",72.2;0.2,numerical_tolerance
"Rewrite 1.9x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",7.3;0.2,numerical_tolerance
"Rewrite 1.59x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",2.46e5;2000,numerical_tolerance
Convert 8.7x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,94;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.8x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,19;2,numerical_tolerance
A square has an area of 1.6x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,17;2,numerical_tolerance
Convert 1.67x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.645;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.54x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.94e5;2000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.0x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,320;20,numerical_tolerance
Convert 7.9x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.2e7;2000000,numerical_tolerance
"Rewrite 4.7x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.18;0.02,numerical_tolerance
"Rewrite 4.72x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",7.32e6;20000,numerical_tolerance
A square has an area of 6.94x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,26.8;0.2,numerical_tolerance
"Rewrite 1.2x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.9e6;200000,numerical_tolerance
Convert 1.6x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,170;20,numerical_tolerance
Convert the following to mi<sup>2</sup>: 6.2x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,2.4;0.2,numerical_tolerance
"Rewrite 3.61x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.139;0.002,numerical_tolerance
Convert 2.0x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,220;20,numerical_tolerance
"Rewrite 4.66x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",502;2,numerical_tolerance
A square has an area of 9.42x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,10.1;0.2,numerical_tolerance
Convert 7.2x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.1e6;200000,numerical_tolerance
Convert 1.2x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.9e6;200000,numerical_tolerance
Convert 7.7x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.2e7;2000000,numerical_tolerance
"Rewrite 3.2x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",12;2,numerical_tolerance
Convert 1.51x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,16.3;0.2,numerical_tolerance
Convert 5.22x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,20.2;0.2,numerical_tolerance
Convert 7.4x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.1e5;20000,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.8x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,5.9e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 6.18x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,665;2,numerical_tolerance
Convert the following to in<sup>2</sup>: 4.5x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,7.0e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.1x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,1.2;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.30x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,5.12e4;200,numerical_tolerance
A square has an area of 3.5x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.14;0.02,numerical_tolerance
Convert 7.64x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,29.5;0.2,numerical_tolerance
Convert 1.7x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,18;2,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.12x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.74e4;200,numerical_tolerance
Convert the following to mi<sup>2</sup>: 9.3x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,3.6;0.2,numerical_tolerance
Convert 3.31x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,12.8;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.36x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,146;2,numerical_tolerance
A square has an area of 1.3x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,140;20,numerical_tolerance
"Rewrite 1.55x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",2.40e5;2000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.54x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,2.73;0.02,numerical_tolerance
A square has an area of 1.09x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,117;2,numerical_tolerance
Convert 9.1x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.4e5;20000,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.6x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.5e6;200000,numerical_tolerance
"Rewrite 3.12x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",33.6;0.2,numerical_tolerance
"Rewrite 5.7x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",8.8e5;20000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 9.1x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,3.5;0.2,numerical_tolerance
"Rewrite 6.04x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.233;0.002,numerical_tolerance
"Rewrite 2.99x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",4.63e5;2000,numerical_tolerance
A square has an area of 1.7x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.066;0.002,numerical_tolerance
A square has an area of 7.7x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,8.3;0.2,numerical_tolerance
Convert 1.36x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,5.25;0.02,numerical_tolerance
"Rewrite 8.36x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.323;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.0x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.6e4;2000,numerical_tolerance
A square has an area of 3.7x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,5.7e4;2000,numerical_tolerance
Convert 1.34x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.08e4;200,numerical_tolerance
"Rewrite 9.98x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",3.85;0.02,numerical_tolerance
"Rewrite 4.03x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",43.4;0.2,numerical_tolerance
A square has an area of 1.04x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.61e6;20000,numerical_tolerance
Convert 2.49x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.86e4;200,numerical_tolerance
"Rewrite 7.8x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.2e6;200000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 5.39x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.208;0.002,numerical_tolerance
A square has an area of 6.0x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,9.3e5;20000,numerical_tolerance
Convert 5.83x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,9.04e5;2000,numerical_tolerance
A square has an area of 7.74x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,833;2,numerical_tolerance
Convert 1.08x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,11.6;0.2,numerical_tolerance
Convert 5.37x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,20.7;0.2,numerical_tolerance
Convert 3.13x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,337;2,numerical_tolerance
"Rewrite 3.49x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",13.5;0.2,numerical_tolerance
